time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,2,0,0,0,0.0,0.0
30,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
40,4,4,4,20,20,980,97,10,980,400,97,11.9,71.1
50,4,4,4,20,20,24220,2415,10,24220,21660,2415,576.0,1492.0
60,4,4,4,20,20,16900,1685,10,16900,38480,1685,613.0,1690.2
70,4,4,4,20,20,33240,3317,10,33240,72980,3317,579.6,1497.3
80,4,4,4,20,20,33600,3351,10,33600,109240,3351,555.3,1412.0
90,4,4,4,20,20,0,0,10,0,109240,0,555.3,1412.0
100,4,4,4,20,20,0,0,10,0,109240,0,555.3,1412.0
