time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,6900,681,7,6900,1800,681,55.5,203.5
30,4,4,4,20,20,29160,2803,10,29160,25500,2803,2832.5,3851.5
40,4,4,4,20,20,38580,3834,10,38580,64380,3834,3122.8,4606.1
50,4,4,4,20,20,38900,3871,10,38900,103360,3871,2878.5,4136.7
60,4,4,4,20,20,63660,6336,10,63660,167280,6336,2512.9,3533.0
70,4,4,4,20,20,80580,8045,10,80580,246580,8045,2127.2,3084.2
80,4,4,4,20,20,103940,10356,10,103940,348180,10356,1789.3,2607.3
90,4,4,4,20,20,123080,12255,10,123080,471880,12255,1565.4,2289.2
100,4,4,4,20,20,102400,10204,10,102400,574140,10204,1460.3,2019.1
110,4,4,4,20,20,160560,15993,10,160560,747500,15993,1192.8,1394.4
120,4,4,4,20,20,0,0,10,0,747500,0,1192.8,1394.4
