time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,4680,464,10,4680,4880,464,7.5,9.7
30,4,4,4,22,22,13680,1318,10,13680,18080,1318,8.1,39.1
40,4,4,4,22,22,13560,1352,10,13560,31340,1352,5.8,24.6
50,4,4,4,22,22,35680,3556,10,35680,67280,3556,3.9,12.6
60,4,4,4,22,22,59180,5900,10,59180,126920,5900,3.0,7.4
70,4,4,4,22,22,62740,6255,10,62740,190660,6255,2.5,5.5
80,4,4,4,22,22,63580,6342,10,63580,254940,6342,2.2,4.5
90,4,4,4,22,22,54240,5382,10,54240,308700,5382,2.1,3.8
100,4,4,4,22,22,0,0,10,0,308700,0,2.1,3.8
110,4,4,4,22,22,0,0,10,0,308700,0,2.1,3.8
