time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,0,0,10,0,0,0,0.0,0.0
30,4,4,4,22,22,7880,783,10,7880,7080,783,293.6,1953.4
40,4,4,4,22,22,9480,945,10,9480,15340,945,215.2,1339.4
50,4,4,4,22,22,9440,941,10,9440,23220,941,319.2,1551.6
60,4,4,4,22,22,1380,137,10,1380,24440,137,407.4,1694.7
70,4,4,4,22,22,900,89,10,900,25340,89,543.1,2520.6
80,4,4,4,22,22,1760,175,10,1760,26300,175,521.2,2410.2
90,4,4,4,22,22,0,0,10,0,26300,0,521.2,2410.2
100,4,4,4,22,22,0,0,10,0,26300,0,521.2,2410.2
