time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,22,22,0,0,0,0,0,0,0.0,0.0
20,4,2,2,22,22,45220,4474,10,45220,35460,4474,1820.5,2456.6
30,4,2,2,22,22,97640,9527,10,97640,131220,9527,1254.4,1533.3
40,4,2,2,22,22,103520,10300,10,103520,235580,10300,1125.1,1400.9
50,4,2,2,22,22,149820,14920,10,149820,383820,14920,1049.9,1357.7
60,4,2,2,22,22,191620,19110,10,191620,574460,19110,890.0,1171.0
70,4,2,2,22,22,187400,18606,10,187400,763400,18606,799.4,1044.1
80,4,2,2,22,22,258880,25823,10,258880,1027360,25823,720.2,942.0
90,4,2,2,22,22,254040,25280,10,254040,1287460,25280,670.2,942.0
100,4,2,2,22,22,0,0,10,0,1287460,0,670.2,942.0
