time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,22,22,0,0,0,0,0,0,0.0,0.0
20,4,2,2,22,22,44320,4414,10,44320,35720,4414,1854.1,2343.7
30,4,2,2,22,22,106300,10389,10,106300,141420,10389,1223.7,1576.0
40,4,2,2,22,22,150300,14964,10,150300,291220,14964,1065.8,1427.0
50,4,2,2,22,22,121760,12109,10,121760,413780,12109,999.9,1341.3
60,4,2,2,22,22,197820,19720,10,197820,611260,19720,810.2,1039.5
70,4,2,2,22,22,185180,18424,10,185180,793960,18424,705.3,806.4
80,4,2,2,22,22,280420,27908,10,280420,1072860,27908,626.0,684.4
90,4,2,2,22,22,204920,20390,10,204920,1279080,20390,600.8,677.4
100,4,2,2,22,22,249920,24944,10,249920,1527900,24944,566.1,648.6
110,4,2,2,22,22,3980,397,10,3980,1541880,397,563.3,644.8
120,4,2,2,22,22,0,0,10,0,1541880,0,563.3,644.8
