time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,40,3,8,40,40,3,21.8,167.0
30,4,4,4,20,20,13260,1314,10,13260,13360,1314,6.5,10.3
40,4,4,4,20,20,32680,3254,10,32680,46240,3254,3.8,4.6
50,4,4,4,20,20,34000,3391,10,34000,78980,3391,3.4,3.8
60,4,4,4,20,20,54300,5413,10,54300,131940,5413,2.9,3.1
70,4,4,4,20,20,57800,5760,10,57800,189360,5760,2.5,2.7
80,4,4,4,20,20,60240,5998,10,60240,250080,5998,2.2,2.4
90,4,4,4,20,20,69840,6943,10,69840,319340,6943,2.1,2.3
100,4,4,4,20,20,26860,2679,10,26860,346600,2679,2.0,2.3
110,4,4,4,20,20,0,0,10,0,346600,0,2.0,2.3
