time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
30,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
40,4,4,4,20,20,1780,177,10,1780,1680,177,5.9,36.1
50,4,4,4,20,20,25560,2550,10,25560,23220,2550,510.6,1492.1
60,4,4,4,20,20,30000,2992,10,30000,53460,2992,560.7,1586.2
70,4,4,4,20,20,23720,2367,10,23720,75440,2367,552.1,1507.1
80,4,4,4,20,20,29660,2958,10,29660,106700,2958,576.5,1498.2
90,4,4,4,20,20,26700,2658,10,26700,135620,2658,552.4,1405.9
100,4,4,4,20,20,0,0,10,0,135620,0,552.4,1405.9
110,4,4,4,20,20,0,0,10,0,135620,0,552.4,1405.9
