time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
30,4,4,4,20,20,2400,238,10,2400,2220,238,0.4,2.3
40,4,4,4,20,20,8200,818,10,8200,10260,818,0.4,1.9
50,4,4,4,20,20,13960,1393,10,13960,23700,1393,2.1,15.8
60,4,4,4,20,20,14820,1478,10,14820,39000,1478,1.4,6.4
70,4,4,4,20,20,14580,1454,10,14580,54060,1454,1.3,4.5
80,4,4,4,20,20,14920,1488,10,14920,69200,1488,1.1,3.7
90,4,4,4,20,20,15460,1539,7,15460,83720,1539,1.4,3.2
100,4,4,4,20,20,17340,1731,10,17340,100620,1731,1.1,2.8
110,4,4,4,20,20,12600,1256,7,12600,113160,1256,1.4,2.6
120,4,4,4,20,20,0,0,10,0,113160,0,1.0,2.6
130,4,4,4,20,20,0,0,10,0,113160,0,1.0,2.6
