time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,1820,179,2,1820,0,179,0.0,0.0
30,4,4,4,20,20,23000,2259,10,23000,15380,2259,3936.3,6549.3
40,4,4,4,20,20,31880,3165,10,31880,47100,3165,3493.9,5396.9
50,4,4,4,20,20,35800,3568,10,35800,83040,3568,3209.4,4536.7
60,4,4,4,20,20,57780,5749,10,57780,141760,5749,2673.8,3505.7
70,4,4,4,20,20,71260,7102,10,71260,213480,7102,2248.5,2889.9
80,4,4,4,20,20,92480,9205,10,92480,306540,9205,1889.1,2419.9
90,4,4,4,20,20,81660,8115,10,81660,398380,8115,1623.3,1804.2
100,4,4,4,20,20,0,0,10,0,398380,0,1623.3,1804.2
110,4,4,4,20,20,0,0,10,0,398380,0,1623.3,1804.2
