time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
30,4,4,4,20,20,1300,129,10,1300,1240,129,0.5,2.8
40,4,4,4,20,20,9120,908,10,9120,10400,908,2.5,19.4
50,4,4,4,20,20,13140,1311,10,13140,23940,1311,1.6,6.6
60,4,4,4,20,20,12120,1207,10,12120,35800,1207,1.2,5.0
70,4,4,4,20,20,15860,1582,10,15860,52340,1582,1.2,5.9
80,4,4,4,20,20,16280,1624,10,16280,68780,1624,1.4,6.8
90,4,4,4,20,20,13440,1338,10,13440,82660,1338,1.5,5.8
100,4,4,4,20,20,15060,1502,10,15060,97900,1502,1.5,5.0
110,4,4,4,20,20,12260,1223,10,12260,110180,1223,1.3,4.7
120,4,4,4,20,20,0,0,10,0,110180,0,1.3,4.7
130,4,4,4,20,20,0,0,10,0,110180,0,1.3,4.7
