time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
30,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
40,4,4,4,20,20,8560,853,10,8560,6860,853,176.4,918.5
50,4,4,4,20,20,18280,1823,10,18280,26400,1823,222.3,1169.1
60,4,4,4,20,20,33200,3314,10,33200,56820,3314,396.0,1105.8
70,4,4,4,20,20,28620,2856,10,28620,85400,2856,422.0,1174.0
80,4,4,4,20,20,31140,3109,10,31140,119160,3109,457.5,1330.2
90,4,4,4,20,20,0,0,10,0,121200,0,460.4,1330.2
100,4,4,4,20,20,0,0,10,0,121200,0,460.4,1330.2
