time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,2,0,0,0,0.0,0.0
30,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
40,4,4,4,20,20,4900,488,10,4900,2860,488,171.0,1486.8
50,4,4,4,20,20,20140,2007,10,20140,20800,2007,592.2,1794.5
60,4,4,4,20,20,22500,2244,10,22500,44020,2244,624.5,1711.4
70,4,4,4,20,20,23500,2346,10,23500,67880,2346,612.3,1603.7
80,4,4,4,20,20,31260,3109,10,31260,103240,3109,587.8,1573.0
90,4,4,4,20,20,0,0,10,0,103240,0,587.8,1573.0
100,4,4,4,20,20,0,0,10,0,103240,0,587.8,1573.0
