time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
30,4,4,4,20,20,23900,2387,10,23900,13100,2387,4982.2,6154.0
40,4,4,4,20,20,31660,3088,10,31660,45480,3088,3698.5,4173.4
50,4,4,4,20,20,31840,3168,10,31840,76480,3168,3421.6,3953.1
60,4,4,4,20,20,41120,4098,10,41120,118120,4098,3181.4,3891.0
70,4,4,4,20,20,57800,5759,10,57800,174880,5759,2740.0,3243.5
80,4,4,4,20,20,100320,10006,10,100320,274620,10006,2117.0,2605.9
90,4,4,4,20,20,119520,11820,10,119520,392800,11820,1791.5,2282.6
100,4,4,4,20,20,127740,12728,10,127740,531160,12728,1436.5,1658.4
110,4,4,4,20,20,0,0,10,0,531160,0,1436.5,1658.4
