time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,1980,196,3,1980,80,196,491.1,926.0
30,4,4,4,22,22,21740,2161,10,21740,12840,2161,4419.3,5294.1
40,4,4,4,22,22,34860,3463,10,34860,47480,3463,3628.9,4854.1
50,4,4,4,22,22,38760,3859,10,38760,85660,3859,2795.3,3249.1
60,4,4,4,22,22,42340,4219,10,42340,127080,4219,2860.0,3348.2
70,4,4,4,22,22,46180,4603,10,46180,174500,4603,2808.5,3701.5
80,4,4,4,22,22,68900,6844,10,68900,243100,6844,2515.5,3287.5
90,4,4,4,22,22,84500,8396,10,84500,327480,8396,2201.5,3295.2
100,4,4,4,22,22,121660,12109,10,121660,451860,12109,1876.9,3074.7
110,4,4,4,22,22,122300,12189,10,122300,579920,12189,1563.5,2206.3
120,4,4,4,22,22,145580,14528,10,145580,727900,14528,1418.1,2206.3
130,4,4,4,22,22,0,0,10,0,727900,0,1418.1,2206.3
