time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,100,9,7,100,40,9,4.3,29.0
30,4,4,4,20,20,9160,905,10,9160,8960,905,14.8,86.5
40,4,4,4,20,20,23480,2332,10,23480,32660,2332,6.7,26.6
50,4,4,4,20,20,38420,3830,10,38420,70300,3830,4.7,13.4
60,4,4,4,20,20,40360,4019,10,40360,111100,4019,3.8,9.5
70,4,4,4,20,20,53060,5290,10,53060,163600,5290,3.2,6.9
80,4,4,4,20,20,71000,7072,10,71000,235360,7072,2.7,5.2
90,4,4,4,20,20,39280,3912,10,39280,273860,3912,2.5,4.7
100,4,4,4,20,20,0,0,10,0,273860,0,2.5,4.7
