time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,22,22,0,0,0,0,0,0,0.0,0.0
20,4,2,2,22,22,68560,6806,10,68560,61020,6806,1344.6,1703.4
30,4,2,2,22,22,105100,10260,10,105100,164860,10260,1183.9,1493.0
40,4,2,2,22,22,106080,10548,10,106080,271740,10548,1101.6,1435.4
50,4,2,2,22,22,123520,12289,10,123520,395940,12289,1010.2,1320.8
60,4,2,2,22,22,212100,21152,10,212100,609640,21152,810.5,950.4
70,4,2,2,22,22,180620,17984,10,180620,790480,17984,733.7,780.4
80,4,2,2,22,22,213280,21209,10,213280,1002620,21209,673.7,749.9
90,4,2,2,22,22,284420,28292,10,284420,1289180,28292,612.0,631.6
100,4,2,2,22,22,234100,23344,10,234100,1524100,23344,576.6,599.0
110,4,2,2,22,22,209660,20845,10,209660,1735280,20845,557.2,568.5
120,4,2,2,22,22,311400,31068,10,311400,2056460,31068,518.9,546.0
130,4,2,2,22,22,0,0,10,0,2056460,0,518.9,546.0
