time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,20,20,0,0,0,0,0,0,0.0,0.0
20,4,2,2,20,20,40,3,10,40,0,3,0.0,0.0
30,4,2,2,20,20,0,0,10,0,0,0,0.0,0.0
40,4,2,2,20,20,0,0,10,0,0,0,0.0,0.0
50,4,2,2,20,20,-40,-3,0,-40,0,-3,0.0,0.0
60,4,2,2,20,20,0,0,10,0,0,0,0.0,0.0
70,4,2,2,20,20,19100,1907,10,19100,18740,1907,2.3,4.5
80,4,2,2,20,20,79720,7941,10,79720,97680,7941,1.5,2.0
90,4,2,2,20,20,84200,8382,10,84200,182760,8382,1.4,1.6
100,4,2,2,20,20,76760,7654,10,76760,259120,7654,1.3,1.5
110,4,2,2,20,20,35440,3539,10,35440,294900,3539,1.3,1.4
120,4,2,2,20,20,0,0,10,0,294900,0,1.3,1.4
