time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,22,22,0,0,0,0,0,0,0.0,0.0
20,4,2,2,22,22,44660,4422,10,44660,34560,4422,1842.4,2405.2
30,4,2,2,22,22,115020,11326,10,115020,149220,11326,1232.3,1493.5
40,4,2,2,22,22,140580,13967,10,140580,289080,13967,976.3,1211.8
50,4,2,2,22,22,155400,15495,10,155400,444440,15495,924.2,1197.9
60,4,2,2,22,22,170340,16994,10,170340,616040,16994,850.3,1107.5
70,4,2,2,22,22,164100,16372,10,164100,780100,16372,812.6,1078.7
80,4,2,2,22,22,233820,23295,10,233820,1010560,23295,746.3,988.2
90,4,2,2,22,22,180660,17979,10,180660,1193860,17979,691.0,876.1
100,4,2,2,22,22,268060,26741,10,268060,1472940,26741,621.6,772.2
110,4,2,2,22,22,0,0,10,0,1472940,0,621.6,772.2
