time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,5660,562,8,5660,1560,562,900.2,3864.7
30,4,4,4,22,22,30620,2948,10,30620,25560,2948,1742.1,2095.1
40,4,4,4,22,22,50800,5067,10,50800,77300,5067,2829.2,5285.4
50,4,4,4,22,22,55480,5525,10,55480,132000,5525,2631.5,4839.2
60,4,4,4,22,22,57300,5710,10,57300,189800,5710,2245.2,3566.8
70,4,4,4,22,22,62040,6176,10,62040,251620,6176,2020.7,2598.0
80,4,4,4,22,22,60080,5990,10,60080,312540,5990,1958.8,2566.5
90,4,4,4,22,22,84840,8438,10,84840,397440,8438,1806.4,2686.3
100,4,4,4,22,22,88040,8746,10,88040,485220,8746,1739.8,2782.6
110,4,4,4,22,22,100360,10013,10,100360,586680,10013,1650.6,2785.4
120,4,4,4,22,22,109960,10951,10,109960,699540,10951,1558.3,2734.6
130,4,4,4,22,22,170980,17040,10,170980,877060,17040,1395.7,2582.9
140,4,4,4,22,22,5340,532,10,5340,885240,532,1390.9,2582.9
150,4,4,4,22,22,0,0,10,0,885240,0,1390.9,2582.9
