time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,0,0,10,0,0,0,0.0,0.0
30,4,4,4,22,22,0,0,10,0,0,0,0.0,0.0
40,4,4,4,22,22,8000,798,10,8000,3800,798,75.8,442.1
50,4,4,4,22,22,8560,853,10,8560,12800,853,596.1,1666.1
60,4,4,4,22,22,3480,347,10,3480,16280,347,703.8,1867.1
70,4,4,4,22,22,700,69,10,700,16880,69,742.7,2109.8
80,4,4,4,22,22,3720,369,10,3720,18780,369,721.2,2062.5
90,4,4,4,22,22,0,0,10,0,18780,0,721.2,2062.5
100,4,4,4,22,22,0,0,10,0,18780,0,721.2,2062.5
