time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,240,23,10,240,160,23,394.3,3900.0
30,4,4,4,20,20,11960,1182,10,11960,12360,1182,25.0,92.2
40,4,4,4,20,20,36000,3580,10,36000,48340,3580,10.1,50.5
50,4,4,4,20,20,36200,3611,10,36200,84500,3611,6.4,24.1
60,4,4,4,20,20,46380,4624,10,46380,130580,4624,4.5,12.4
70,4,4,4,20,20,60600,6043,10,60600,190020,6043,3.5,8.3
80,4,4,4,20,20,64080,6389,10,64080,254840,6389,3.0,6.3
90,4,4,4,20,20,49800,4954,10,49800,305160,4954,2.7,4.8
100,4,4,4,20,20,4080,406,10,4080,309200,406,2.7,4.7
110,4,4,4,20,20,0,0,10,0,309200,0,2.7,4.7
