time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,8920,883,6,8920,3200,883,924.0,1348.6
30,4,4,4,22,22,16100,1598,10,16100,14860,1598,1739.3,2973.6
40,4,4,4,22,22,49780,4942,10,49780,65620,4942,3049.3,5969.3
50,4,4,4,22,22,56000,5562,10,56000,123260,5562,2883.3,6132.1
60,4,4,4,22,22,43100,4295,10,43100,166660,4295,2861.3,6098.4
70,4,4,4,22,22,63200,6276,10,63200,228840,6276,2704.6,5571.0
80,4,4,4,22,22,69000,6870,10,69000,295500,6870,2330.7,4286.4
90,4,4,4,22,22,97080,9653,10,97080,392900,9653,1889.5,2842.2
100,4,4,4,22,22,123720,12346,10,123720,517960,12346,1621.9,2045.9
110,4,4,4,22,22,140240,14001,10,140240,657420,14001,1426.9,1999.6
120,4,4,4,22,22,134460,13399,10,134460,800600,13399,1324.5,2018.9
130,4,4,4,22,22,32820,3273,10,32820,835760,3273,1278.8,2018.9
140,4,4,4,22,22,0,0,10,0,835760,0,1278.8,2018.9
