time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,7700,763,10,7700,3640,763,266.6,1140.0
30,4,4,4,22,22,10580,1051,10,10580,7640,1051,2037.1,4354.0
40,4,4,4,22,22,33460,3331,10,33460,41900,3331,2632.3,4471.1
50,4,4,4,22,22,46900,4673,10,46900,88320,4673,3185.2,6810.6
60,4,4,4,22,22,52540,5232,10,52540,142280,5232,2942.5,6422.1
70,4,4,4,22,22,83840,8355,10,83840,224860,8355,2275.3,4283.7
80,4,4,4,22,22,82720,8216,10,82720,306400,8216,1886.9,2686.5
90,4,4,4,22,22,102440,10174,10,102440,410300,10174,1684.0,2049.2
100,4,4,4,22,22,110960,11068,10,110960,522220,11068,1561.9,2099.1
110,4,4,4,22,22,135780,13537,10,135780,659360,13537,1394.3,1875.2
120,4,4,4,22,22,176140,17508,10,176140,848860,17508,1247.7,1871.0
130,4,4,4,22,22,0,0,10,0,848860,0,1247.7,1871.0
