time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,0,0,10,0,0,0,0.0,0.0
30,4,4,4,22,22,6420,640,10,6420,6580,640,56.3,509.8
40,4,4,4,22,22,40220,3976,10,40220,47200,3976,6.8,40.8
50,4,4,4,22,22,34700,3455,10,34700,82040,3455,5.0,24.5
60,4,4,4,22,22,40040,3989,10,40040,122080,3989,4.1,17.4
70,4,4,4,22,22,62220,6197,10,62220,183780,6197,3.4,12.3
80,4,4,4,22,22,59840,5963,10,59840,244020,5963,2.9,9.6
90,4,4,4,22,22,64540,6425,10,64540,308780,6425,2.6,7.8
100,4,4,4,22,22,81260,8096,10,81260,388960,8096,2.4,6.5
110,4,4,4,22,22,64220,6367,10,64220,451620,6367,2.2,5.8
120,4,4,4,22,22,60000,5989,10,60000,512100,5989,2.1,5.3
130,4,4,4,22,22,38660,3856,10,38660,551000,3856,2.1,5.0
140,4,4,4,22,22,0,0,10,0,551000,0,2.1,5.0
