time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,22,22,0,0,0,0,0,0,0.0,0.0
20,4,2,2,22,22,47500,4727,10,47500,38120,4727,1888.7,2346.5
30,4,2,2,22,22,83000,8070,10,83000,121060,8070,1375.6,1719.6
40,4,2,2,22,22,171820,17120,10,171820,292320,17120,1042.2,1362.3
50,4,2,2,22,22,133180,13264,10,133180,422900,13264,968.3,1275.1
60,4,2,2,22,22,180120,17968,10,180120,601140,17968,857.6,1142.5
70,4,2,2,22,22,250180,24920,10,250180,853700,24920,759.9,1018.5
80,4,2,2,22,22,220820,21998,10,220820,1075500,21998,699.5,924.5
90,4,2,2,22,22,205800,20500,10,205800,1290740,20500,657.0,862.7
100,4,2,2,22,22,0,0,10,0,1290740,0,657.0,862.7
110,4,2,2,22,22,0,0,10,0,1290740,0,657.0,862.7
