time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,22,22,480,47,5,480,0,47,0.0,0.0
20,4,2,2,22,22,69860,6939,10,69860,62140,6939,1403.5,1845.0
30,4,2,2,22,22,132600,13178,10,132600,194000,13178,1094.5,1470.8
40,4,2,2,22,22,131140,13056,10,131140,324820,13056,954.8,1259.1
50,4,2,2,22,22,132080,13157,10,132080,455660,13157,897.5,1186.4
60,4,2,2,22,22,162400,16207,10,162400,619320,16207,842.3,1113.4
70,4,2,2,22,22,254220,25363,10,254220,872460,25363,682.9,803.7
80,4,2,2,22,22,196900,19609,10,196900,1069260,19609,630.6,682.8
90,4,2,2,22,22,260940,25995,10,260940,1330000,25995,582.8,594.6
100,4,2,2,22,22,252880,25224,10,252880,1584360,25224,555.2,579.9
110,4,2,2,22,22,204880,20440,10,204880,1793820,20440,539.9,581.6
120,4,2,2,22,22,0,0,10,0,1798880,0,539.0,581.6
130,4,2,2,22,22,0,0,10,0,1798880,0,539.0,581.6
