time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,10,0,40,0,1.7,10.0
30,4,4,4,20,20,14260,1413,10,14260,14820,1413,5.5,7.2
40,4,4,4,20,20,28560,2847,10,28560,43340,2847,4.1,4.9
50,4,4,4,20,20,40220,4011,10,40220,83740,4011,3.3,4.0
60,4,4,4,20,20,63660,6334,10,63660,146700,6334,2.6,2.9
70,4,4,4,20,20,64100,6388,10,64100,212200,6388,2.2,2.5
80,4,4,4,20,20,63640,6333,10,63640,275300,6333,2.1,2.3
90,4,4,4,20,20,66500,6602,10,66500,341920,6602,2.0,2.1
100,4,4,4,20,20,36220,3616,10,36220,378340,3616,1.9,2.0
110,4,4,4,20,20,0,0,10,0,378340,0,1.9,2.0
