time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,20,1,10,20,60,1,503.5,2871.0
30,4,4,4,20,20,17980,1770,10,17980,18000,1770,10.5,36.1
40,4,4,4,20,20,35280,3519,10,35280,53460,3519,5.0,11.8
50,4,4,4,20,20,37080,3696,10,37080,90280,3696,3.9,7.8
60,4,4,4,20,20,61160,6089,10,61160,151720,6089,3.1,5.9
70,4,4,4,20,20,61320,6116,10,61320,213280,6116,2.6,4.6
80,4,4,4,20,20,58940,5871,10,58940,272380,5871,2.4,3.8
90,4,4,4,20,20,30860,3068,10,30860,303300,3068,2.3,3.5
100,4,4,4,20,20,0,0,10,0,303300,0,2.3,3.5
