time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,440,43,10,440,380,43,357.8,3507.0
30,4,4,4,22,22,29360,2860,10,29360,28960,2860,5.8,27.1
40,4,4,4,22,22,39720,3960,10,39720,68900,3960,3.7,12.8
50,4,4,4,22,22,43900,4365,10,43900,112160,4365,3.1,8.9
60,4,4,4,22,22,61660,6142,10,61660,173880,6142,2.7,6.1
70,4,4,4,22,22,55380,5514,10,55380,229740,5514,2.4,5.0
80,4,4,4,22,22,67020,6670,10,67020,295940,6670,2.2,4.3
90,4,4,4,22,22,73120,7267,10,73120,369640,7267,2.1,3.7
100,4,4,4,22,22,62420,6204,10,62420,431640,6204,2.0,3.4
110,4,4,4,22,22,30620,3047,10,30620,463060,3047,1.9,3.2
120,4,4,4,22,22,0,0,10,0,463060,0,1.9,3.2
