time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,2800,277,10,2800,520,277,17.8,91.9
30,4,4,4,22,22,8860,881,10,8860,6320,881,1462.3,6582.0
40,4,4,4,22,22,35520,3538,10,35520,37680,3538,2380.3,5322.9
50,4,4,4,22,22,45000,4486,10,45000,83760,4486,2779.5,6770.6
60,4,4,4,22,22,47940,4781,10,47940,133020,4781,2791.3,6353.6
70,4,4,4,22,22,60840,6054,10,60840,192000,6054,2584.6,6034.8
80,4,4,4,22,22,64460,6419,10,64460,264260,6419,1887.1,2600.8
90,4,4,4,22,22,8680,865,10,8680,274920,865,1818.1,2194.2
100,4,4,4,22,22,0,0,10,0,274920,0,1818.1,2194.2
