time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
30,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
40,4,4,4,20,20,3180,317,10,3180,2140,317,34.5,189.5
50,4,4,4,20,20,21100,2106,10,21100,22480,2106,160.6,876.5
60,4,4,4,20,20,26440,2638,10,26440,46920,2638,419.6,1254.7
70,4,4,4,20,20,27380,2731,10,27380,74240,2731,476.2,1451.8
80,4,4,4,20,20,25100,2505,10,25100,103560,2505,489.5,1498.8
90,4,4,4,20,20,0,0,10,0,103560,0,489.5,1498.8
100,4,4,4,20,20,0,0,10,0,103560,0,489.5,1498.8
