time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,6,0,0,0,0.0,0.0
30,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
40,4,4,4,20,20,320,31,10,320,340,31,1.4,7.9
50,4,4,4,20,20,10660,1063,10,10660,11140,1063,0.8,2.3
60,4,4,4,20,20,13660,1363,10,13660,25640,1363,0.6,1.7
70,4,4,4,20,20,14420,1439,10,14420,40240,1439,0.9,4.6
80,4,4,4,20,20,12520,1246,10,12520,52420,1246,0.8,4.0
90,4,4,4,20,20,10780,1076,10,10780,62840,1076,0.8,3.5
100,4,4,4,20,20,0,0,10,0,62840,0,0.8,3.5
