time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,8,0,0,0,0.0,0.0
30,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
40,4,4,4,20,20,3860,385,10,3860,3580,385,147.6,817.7
50,4,4,4,20,20,23560,2350,10,23560,24200,2350,146.5,736.9
60,4,4,4,20,20,27780,2772,10,27780,50780,2772,457.7,1307.8
70,4,4,4,20,20,27920,2787,10,27920,79060,2787,476.2,1315.1
80,4,4,4,20,20,39000,3894,10,39000,117360,3894,479.8,1266.0
90,4,4,4,20,20,15800,1573,10,15800,136760,1573,497.9,1302.0
100,4,4,4,20,20,0,0,10,0,136760,0,497.9,1302.0
