time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
30,4,4,4,20,20,3860,383,10,3860,2020,383,15.6,94.6
40,4,4,4,20,20,14520,1448,10,14520,17560,1448,248.6,1340.5
50,4,4,4,20,20,18920,1887,10,18920,36940,1887,186.1,946.9
60,4,4,4,20,20,17100,1707,10,17100,49900,1707,370.9,1216.4
70,4,4,4,20,20,40560,4050,10,40560,90440,4050,459.4,1382.2
80,4,4,4,20,20,17440,1736,10,17440,111820,1736,463.1,1376.5
90,4,4,4,20,20,0,0,7,0,111820,0,661.6,1376.5
100,4,4,4,20,20,0,0,10,0,111820,0,463.1,1376.5
