time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,8,0,0,0,0.0,0.0
30,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
40,4,4,4,20,20,580,57,10,580,540,57,0.5,3.5
50,4,4,4,20,20,12800,1278,10,12800,13420,1278,1.4,7.0
60,4,4,4,20,20,10860,1083,10,10860,24560,1083,2.9,8.6
70,4,4,4,20,20,16380,1634,10,16380,40700,1634,6.4,45.8
80,4,4,4,20,20,17740,1769,10,17740,58400,1769,5.4,39.3
90,4,4,4,20,20,11800,1176,10,11800,70600,1176,4.9,32.7
100,4,4,4,20,20,0,0,10,0,70600,0,4.9,32.7
110,4,4,4,20,20,0,0,10,0,70600,0,4.9,32.7
