time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,20,1,5,20,20,1,8.4,42.0
30,4,4,4,20,20,12720,1246,10,12720,12900,1246,31.3,156.0
40,4,4,4,20,20,27740,2757,10,27740,40960,2757,10.4,37.9
50,4,4,4,20,20,41280,4116,10,41280,81800,4116,6.5,19.5
60,4,4,4,20,20,45240,4509,10,45240,126400,4509,5.1,14.0
70,4,4,4,20,20,55640,5512,10,55640,182520,5512,4.1,10.5
80,4,4,4,20,20,73980,7365,10,73980,256540,7365,3.3,8.0
90,4,4,4,20,20,62880,6251,10,62880,319920,6251,3.0,6.9
100,4,4,4,20,20,37800,3774,10,37800,357140,3774,2.8,6.2
110,4,4,4,20,20,0,0,10,0,357140,0,2.8,6.2
