time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,0,0,10,0,0,0,0.0,0.0
30,4,4,4,22,22,0,0,10,0,0,0,0.0,0.0
40,4,4,4,22,22,3400,339,10,3400,2220,339,14.4,117.0
50,4,4,4,22,22,10240,1021,10,10240,11820,1021,311.5,1617.9
60,4,4,4,22,22,7760,774,10,7760,17560,774,471.9,1959.3
70,4,4,4,22,22,1520,151,10,1520,19120,151,762.7,3195.4
80,4,4,4,22,22,320,31,10,320,20440,31,1549.2,5234.0
90,4,4,4,22,22,0,0,10,0,21200,0,2232.3,9968.0
100,4,4,4,22,22,0,0,10,0,21200,0,2232.3,9968.0
