time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
30,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
40,4,4,4,20,20,8120,810,10,8120,7880,810,0.9,2.5
50,4,4,4,20,20,15580,1553,10,15580,23600,1553,1.0,5.3
60,4,4,4,20,20,11600,1157,10,11600,34900,1157,0.8,3.7
70,4,4,4,20,20,18360,1831,10,18360,53300,1831,0.7,3.0
80,4,4,4,20,20,17020,1694,10,17020,70080,1694,1.2,4.4
90,4,4,4,20,20,10380,1035,10,10380,80500,1035,1.1,3.7
100,4,4,4,20,20,0,0,10,0,80500,0,1.1,3.7
