time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,2480,245,5,2480,200,245,271.6,493.6
30,4,4,4,22,22,19300,1916,10,19300,14280,1916,1687.6,3390.6
40,4,4,4,22,22,43620,4341,10,43620,57180,4341,2434.3,3433.0
50,4,4,4,22,22,56780,5655,10,56780,114300,5655,2878.4,6579.7
60,4,4,4,22,22,50060,4992,10,50060,164480,4992,2565.0,5175.8
70,4,4,4,22,22,49760,4965,10,49760,213800,4965,2409.5,4528.8
80,4,4,4,22,22,90000,8948,10,90000,305360,8948,2182.6,4226.9
90,4,4,4,22,22,91340,9086,10,91340,396360,9086,1984.1,3966.2
100,4,4,4,22,22,94100,9389,10,94100,491220,9389,1642.8,2657.5
110,4,4,4,22,22,122800,12240,10,122800,613280,12240,1469.6,1938.0
120,4,4,4,22,22,131000,13067,10,131000,754200,13067,1345.8,1720.4
130,4,4,4,22,22,0,0,10,0,754200,0,1345.8,1720.4
140,4,4,4,22,22,0,0,10,0,754200,0,1345.8,1720.4
