time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,20,20,0,0,0,0,0,0,0.0,0.0
20,4,2,2,20,20,9400,932,10,9400,5100,932,278.9,617.9
30,4,2,2,20,20,0,0,10,0,5100,0,278.9,617.9
40,4,2,2,20,20,0,0,10,0,5100,0,278.9,617.9
50,4,0,2,20,20,-9400,-937,0,-9400,0,-937,0.0,0.0
60,4,2,2,20,20,10180,1016,10,10180,5200,1016,226.2,578.0
70,4,2,2,20,20,21700,2160,10,21700,21740,2160,2915.2,3875.4
80,4,2,2,20,20,100800,10033,10,100800,121900,10033,1335.6,1432.3
90,4,2,2,20,20,190040,18975,10,190040,311720,18975,882.2,975.2
100,4,2,2,20,20,313060,31231,10,313060,622740,31231,600.5,684.7
110,4,2,2,20,20,239100,23862,10,239100,863060,23862,535.3,583.4
120,4,2,2,20,20,257620,25672,10,257620,1123540,25672,505.1,517.1
130,4,2,2,20,20,210160,20988,10,210160,1343180,20988,467.1,476.5
140,4,2,2,20,20,0,0,10,0,1343180,0,467.1,476.5
