time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,8,0,0,0,0.0,0.0
30,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
40,4,4,4,20,20,1960,195,10,1960,1960,195,1.3,3.8
50,4,4,4,20,20,12060,1202,10,12060,13840,1202,0.8,2.1
60,4,4,4,20,20,13780,1372,10,13780,27900,1372,0.7,1.7
70,4,4,4,20,20,16140,1609,10,16140,44400,1609,0.8,4.0
80,4,4,4,20,20,15100,1503,10,15100,59100,1503,1.0,3.5
90,4,4,4,20,20,10260,1024,10,10260,69680,1024,1.0,3.1
100,4,4,4,20,20,0,0,10,0,69680,0,1.0,3.1
110,4,4,4,20,20,0,0,10,0,69680,0,1.0,3.1
