time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,40,3,10,40,40,3,40.5,400.0
30,4,4,4,22,22,8160,809,10,8160,7880,809,6.4,13.3
40,4,4,4,22,22,37000,3678,10,37000,44480,3678,3.5,5.3
50,4,4,4,22,22,30740,3068,10,30740,76120,3068,3.2,4.2
60,4,4,4,22,22,35780,3568,10,35780,111660,3568,3.0,3.7
70,4,4,4,22,22,73500,7319,10,73500,185160,7319,2.5,2.9
80,4,4,4,22,22,47120,4684,10,47120,232640,4684,2.3,2.6
90,4,4,4,22,22,62740,6226,10,62740,294920,6226,2.2,2.4
100,4,4,4,22,22,48040,4790,10,48040,342100,4790,2.0,2.2
110,4,4,4,22,22,0,0,10,0,342100,0,2.0,2.2
