time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,0,0,10,0,0,0,0.0,0.0
30,4,4,4,22,22,40,3,10,40,40,3,81.3,437.0
40,4,4,4,22,22,0,0,10,0,60,0,81.9,437.0
50,4,4,4,22,22,0,0,10,0,60,0,81.9,437.0
60,4,4,4,22,22,0,0,10,0,60,0,81.9,437.0
70,4,4,4,22,22,0,0,10,0,60,0,81.9,437.0
80,4,4,4,22,22,40,3,10,40,60,3,81.9,437.0
90,4,4,4,22,22,0,0,10,0,60,0,81.9,437.0
100,4,4,4,22,22,0,0,10,0,60,0,81.9,437.0
110,4,4,4,22,22,0,0,10,0,60,0,81.9,437.0
