time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,20,20,0,0,10,0,0,0,0.0,0.0
20,4,2,2,20,20,1440,143,10,1440,1680,143,2.5,6.0
30,4,2,2,20,20,43840,4377,10,43840,45540,4377,2.8,11.6
40,4,2,2,20,20,94420,9410,10,94420,140580,9410,1.7,4.5
50,4,2,2,20,20,69220,6900,10,69220,210140,6900,1.6,3.5
60,4,2,2,20,20,71380,7123,10,71380,281060,7123,1.5,2.9
70,4,2,2,20,20,95680,9515,10,95680,376240,9515,1.4,2.5
80,4,2,2,20,20,53220,5313,10,53220,428800,5313,1.4,2.3
90,4,2,2,20,20,0,0,10,0,428800,0,1.4,2.3
100,4,2,2,20,20,0,0,10,0,428800,0,1.4,2.3
