time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,2240,221,6,2240,0,221,0.0,0.0
30,4,4,4,22,22,35600,3542,10,35600,27600,3542,1595.8,2344.2
40,4,4,4,22,22,23880,2365,10,23880,51260,2365,3967.2,9208.3
50,4,4,4,22,22,29300,2910,10,29300,80440,2910,2893.1,4500.6
60,4,4,4,22,22,49200,4904,10,49200,131320,4904,2880.8,3576.0
70,4,4,4,22,22,65820,6558,10,65820,197480,6558,2512.5,3517.0
80,4,4,4,22,22,60300,6013,10,60300,257280,6013,2328.2,3482.6
90,4,4,4,22,22,82380,8201,10,82380,338740,8201,2089.0,3005.9
100,4,4,4,22,22,93700,9322,10,93700,431140,9322,1865.3,2347.6
110,4,4,4,22,22,94700,9434,10,94700,529540,9434,1695.3,2099.2
120,4,4,4,22,22,51620,5146,10,51620,583580,5146,1562.8,2099.2
130,4,4,4,22,22,0,0,10,0,583580,0,1562.8,2099.2
