time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
30,4,4,4,20,20,20,1,10,20,0,1,0.0,0.0
40,4,4,4,20,20,4120,410,10,4120,4440,410,3.2,29.6
50,4,4,4,20,20,8060,803,10,8060,12640,803,1.7,11.0
60,4,4,4,20,20,15200,1513,10,15200,27960,1513,1.7,7.5
70,4,4,4,20,20,16420,1638,10,16420,44820,1638,1.3,5.7
80,4,4,4,20,20,17780,1771,10,17780,62720,1771,1.1,4.6
90,4,4,4,20,20,20060,1997,10,20060,82500,1997,1.1,5.2
100,4,4,4,20,20,10000,996,10,10000,92520,996,1.1,4.8
110,4,4,4,20,20,0,0,10,0,92520,0,1.1,4.8
120,4,4,4,20,20,0,0,10,0,92520,0,1.1,4.8
