time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,6740,668,10,6740,300,668,1743.8,4318.0
30,4,4,4,22,22,39360,3760,10,39360,36760,3760,3248.7,5371.3
40,4,4,4,22,22,41060,4084,10,41060,78500,4084,2877.2,4842.3
50,4,4,4,22,22,36660,3651,10,36660,114280,3651,2709.7,4820.2
60,4,4,4,22,22,59360,5921,10,59360,173280,5921,2635.1,4518.3
70,4,4,4,22,22,53800,5352,10,53800,227620,5352,2299.8,3355.9
80,4,4,4,22,22,45880,4577,10,45880,273700,4577,2200.5,2754.6
90,4,4,4,22,22,75140,7466,10,75140,350080,7466,2065.7,2259.9
100,4,4,4,22,22,93140,9261,10,93140,443120,9261,1853.1,2119.7
110,4,4,4,22,22,101740,10138,10,101740,545540,10138,1698.6,2068.9
120,4,4,4,22,22,113000,11275,10,113000,658640,11275,1563.7,1802.4
130,4,4,4,22,22,120240,12002,10,120240,780120,12002,1440.4,1792.2
140,4,4,4,22,22,140500,14014,10,140500,919120,14014,1319.9,1566.9
151,4,4,4,22,22,158700,15730,10,158700,1077640,15730,1225.1,1322.5
161,4,4,4,22,22,140700,14046,10,140700,1217740,14046,1169.2,1307.7
171,4,4,4,22,22,122100,12183,10,122100,1338840,12183,1132.7,1333.2
181,4,4,4,22,22,178740,17799,10,178740,1517280,17799,1085.9,1303.1
