time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,22,22,0,0,5,0,0,0,0.0,0.0
20,4,2,2,22,22,10280,1010,10,10280,5160,1010,159.0,404.8
30,4,2,2,22,22,92360,9158,10,92360,92320,9158,1382.9,1479.9
40,4,2,2,22,22,109560,10865,10,109560,202220,10865,1101.5,1234.6
50,4,2,2,22,22,140660,13987,10,140660,342820,13987,1028.6,1196.0
60,4,2,2,22,22,149740,14852,10,149740,491940,14852,937.3,1135.1
70,4,2,2,22,22,134080,13371,10,134080,626660,13371,899.5,1125.2
80,4,2,2,22,22,228360,22749,10,228360,856000,22749,808.0,1000.9
90,4,2,2,22,22,208700,20788,10,208700,1065000,20788,712.4,816.7
100,4,2,2,22,22,206980,20650,10,206980,1275120,20650,672.6,785.2
110,4,2,2,22,22,227020,22598,10,227020,1511660,22598,643.5,771.4
120,4,2,2,22,22,0,0,10,0,1511660,0,643.5,771.4
130,4,2,2,22,22,0,0,10,0,1511660,0,643.5,771.4
